2DO-1DS,model,dataset,batch_size,epochs,learning_rate,train_sample_size,test_sample_size,val_sample_size,delta,noise_multiplier,max_grad_norm,dp_used,epsilons,alphas,losses,test_accs,test_losses,val_acc,val_loss,epoch_times,train_losses
,Deep2DNet,MedNIST,100,30,0.003,1800,206,294,0.0001,0.1,0.1,True,"[525.6897307134534, 959.2760577071449, 1392.8623847008366, 1826.4487116945281, 2260.03503868822, 2693.621365681912, 3127.2076926756035, 3560.794019669295, 3994.3803466629865, 4427.966673656678, 4861.5530006503695, 5295.139327644061, 5728.725654637753, 6162.311981631445, 6595.898308625136, 7029.484635618827, 7463.070962612519, 7896.657289606211, 8330.243616599904, 8763.829943593595, 9197.416270587288, 9631.002597580979, 10064.58892457467, 10498.175251568362, 10931.761578562053, 11365.347905555745, 11798.934232549436, 12232.520559543129, 12666.10688653682, 13099.693213530512]","[1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1]",,"[0.38349514563106796, 0.6650485436893204, 0.7427184466019418, 0.7524271844660194, 0.9029126213592233, 0.912621359223301, 0.9174757281553398, 0.9320388349514563, 0.9563106796116505, 0.9466019417475728, 0.9368932038834952, 0.9320388349514563, 0.9029126213592233, 0.941747572815534, 0.9660194174757282, 0.9660194174757282, 0.8980582524271845, 0.970873786407767, 0.9660194174757282, 0.9223300970873787, 0.941747572815534, 0.9466019417475728, 0.9611650485436893, 0.9223300970873787, 0.9563106796116505, 0.9660194174757282, 0.9611650485436893, 0.9174757281553398, 0.9223300970873787, 0.9514563106796117]","[2.945225715637207, 2.1878676414489746, 2.353590488433838, 1.9399100542068481, 0.964385449886322, 1.0104700326919556, 0.497544527053833, 0.3717767894268036, 0.39690476655960083, 0.5869123339653015, 0.5175946950912476, 0.5766780972480774, 1.0323976278305054, 0.5777661204338074, 0.2775377333164215, 0.4702446162700653, 1.8694782257080078, 0.2758598327636719, 0.3235057592391968, 1.7904016971588135, 0.6237860918045044, 0.5479863286018372, 0.2309407889842987, 1.026176929473877, 0.6446417570114136, 0.3331545889377594, 0.4555104076862335, 1.4184374809265137, 2.1919591426849365, 0.5558167695999146]",0.9727891156462584,0.2176714390516281,"[2.3640549182891846, 1.0149221420288086, 1.0186405181884766, 1.014922857284546, 1.0158610343933105, 1.013831615447998, 1.0149226188659668, 1.041360855102539, 1.0399448871612549, 1.0159244537353516, 1.0149245262145996, 1.0169243812561035, 1.0169270038604736, 1.0174272060394287, 1.0435791015625, 1.0479543209075928, 1.0499675273895264, 1.0222058296203613, 1.0209276676177979, 1.0209310054779053, 1.0199267864227295, 1.0199267864227295, 1.0704777240753174, 1.0241286754608154, 1.0209312438964844, 1.0399928092956543, 1.0549585819244385, 1.020430088043213, 1.021928310394287, 1.0189273357391357]","[[1.791029930114746, 1.7943930625915527, 1.794561743736267, 1.7854760885238647, 1.7907006740570068, 1.7802163362503052, 1.7586543560028076, 1.700584053993225, 1.667019248008728, 1.6269851922988892, 1.7236201763153076, 1.5705622434616089, 1.7390735149383545, 1.5103927850723267, 1.4652851819992065, 1.7296212911605835, 2.0077850818634033, 2.193089723587036], [2.4079253673553467, 4.081559658050537, 4.563769817352295, 4.050658226013184, 4.698376655578613, 7.422825813293457, 5.0844407081604, 6.0274977684021, 4.444265842437744, 4.293663501739502, 3.8762240409851074, 2.088874340057373, 2.702834367752075, 3.4715023040771484, 2.569528579711914, 2.120468854904175, 2.776543617248535, 1.940915822982788], [1.349307894706726, 2.2304394245147705, 1.8011761903762817, 1.1085351705551147, 3.998931646347046, 1.1423726081848145, 1.803038477897644, 2.398890733718872, 2.0015158653259277, 3.088003635406494, 1.5949242115020752, 2.325662136077881, 1.1168442964553833, 2.031050205230713, 1.7549117803573608, 1.7030017375946045, 1.7425841093063354, 1.4651988744735718], [1.8171730041503906, 1.0054385662078857, 0.7486778497695923, 1.143031120300293, 1.3889594078063965, 1.7133516073226929, 2.6701700687408447, 1.558476448059082, 1.5904141664505005, 1.3090946674346924, 2.673377275466919, 2.984773874282837, 1.387535810470581, 1.4636082649230957, 5.17465353012085, 2.3427813053131104, 1.8321043252944946, 0.9567994475364685], [1.7405587434768677, 1.4940754175186157, 1.0799856185913086, 0.8140978813171387, 1.261479377746582, 0.8686119318008423, 1.9768579006195068, 1.0935616493225098, 2.1072497367858887, 3.1866095066070557, 1.8374508619308472, 1.4667456150054932, 1.702670693397522, 1.1902034282684326, 0.9343195557594299, 1.6568942070007324, 2.2303342819213867, 1.3752185106277466], [1.1670085191726685, 1.780728816986084, 1.500853419303894, 1.297196865081787, 0.6420225501060486, 1.2951148748397827, 0.8208114504814148, 0.6085960865020752, 1.4774503707885742, 1.213523507118225, 1.2958557605743408, 1.2641725540161133, 1.4891257286071777, 0.8589772582054138, 1.6486501693725586, 0.8749240040779114, 0.9384631514549255, 0.8362603783607483], [1.6798453330993652, 1.4934157133102417, 1.0137147903442383, 0.4539218246936798, 0.5760172605514526, 0.9121909141540527, 1.0237324237823486, 0.7308905124664307, 1.6279879808425903, 0.7048541307449341, 0.3192709982395172, 0.29694151878356934, 0.8290717601776123, 0.9483557343482971, 0.445180743932724, 0.4504040777683258, 0.53277587890625, 0.26841315627098083], [0.8368946313858032, 1.1035664081573486, 0.271319180727005, 0.28400418162345886, 0.432212233543396, 0.24676862359046936, 0.7809857726097107, 0.31137776374816895, 0.5281091928482056, 0.23661093413829803, 0.7751745581626892, 0.6076527237892151, 1.1195744276046753, 1.236236810684204, 0.3449867367744446, 0.4622892737388611, 0.2683126628398895, 0.49279966950416565], [0.13153758645057678, 0.5496789216995239, 0.7181207537651062, 0.3676181137561798, 0.8133711218833923, 0.6698185205459595, 0.7759230732917786, 0.5127344727516174, 0.3219411075115204, 0.6742911338806152, 0.519598662853241, 0.22994312644004822, 0.4461127519607544, 1.1067849397659302, 0.7177814245223999, 0.6097192764282227, 1.2621904611587524, 0.3715885579586029], [0.2671738564968109, 0.7040947079658508, 0.529315173625946, 0.5845181941986084, 0.9413448572158813, 3.1502432823181152, 1.5555022954940796, 0.5567100644111633, 1.466187596321106, 0.9298954010009766, 0.7675976753234863, 0.37295231223106384, 1.3657598495483398, 1.8256603479385376, 1.2991158962249756, 0.3949509561061859, 0.4469220042228699, 0.6795375347137451], [0.10447419434785843, 1.3715596199035645, 0.6083471179008484, 0.37895306944847107, 0.3132447898387909, 0.15282626450061798, 0.32473886013031006, 0.614326536655426, 0.1776772141456604, 0.5754550695419312, 1.5132075548171997, 0.20180414617061615, 0.5862287878990173, 0.6142798066139221, 0.5131714344024658, 0.4751942753791809, 0.0303233340382576, 0.26712119579315186], [0.16247311234474182, 0.26363223791122437, 0.43881094455718994, 0.042305249720811844, 0.32893645763397217, 0.24341250956058502, 0.29958823323249817, 0.3781425952911377, 0.46252894401550293, 0.27914339303970337, 0.24161836504936218, 0.13002996146678925, 0.4309495687484741, 0.01730649545788765, 0.16403193771839142, 0.9182822704315186, 0.5921537280082703, 1.0401052236557007], [0.26234495639801025, 0.28919389843940735, 0.16543008387088776, 0.6737971305847168, 0.38060805201530457, 0.20482462644577026, 0.293995201587677, 0.028088916093111038, 0.48158177733421326, 0.14006507396697998, 0.4972425699234009, 0.0850679874420166, 0.34847548604011536, 0.35989078879356384, 0.9070819020271301, 0.17736122012138367, 0.12376346439123154, 0.3991115987300873], [0.1026587188243866, 0.21596528589725494, 0.3862297534942627, 0.2883274257183075, 0.6838647723197937, 0.8701945543289185, 0.5731858611106873, 0.09094496816396713, 0.25601905584335327, 0.4713960886001587, 0.4701686501502991, 0.44750598073005676, 0.2703845500946045, 0.4217927157878876, 0.02569861151278019, 0.1602230817079544, 0.22720269858837128, 0.015202928334474564], [0.0049302889965474606, 0.326985239982605, 0.010692991316318512, 0.35470762848854065, 0.2883465886116028, 0.17292991280555725, 0.10995730757713318, 0.2100844532251358, 1.0401465892791748, 0.7568372488021851, 0.15528510510921478, 0.3806571662425995, 0.4941568076610565, 0.0011829602299258113, 0.17387033998966217, 0.005839941557496786, 0.0006092563853599131, 0.14019595086574554], [0.11482460051774979, 0.20376423001289368, 0.9707247018814087, 0.08867436647415161, 0.0016262242570519447, 0.15432019531726837, 0.06305108219385147, 0.207603320479393, 0.5901274681091309, 0.3620971739292145, 0.0569683201611042, 0.32645049691200256, 0.000818840810097754, 0.6030083298683167, 1.042451024055481, 0.21383553743362427, 0.20927292108535767, 0.2598070800304413], [0.3884764015674591, 0.0630711019039154, 0.2394399791955948, 0.28292328119277954, 0.06592629104852676, 0.11679448187351227, 5.9844164752576035e-06, 0.48373526334762573, 0.3181988000869751, 0.1660909652709961, 0.2054087221622467, 0.5818125605583191, 0.9230100512504578, 0.14501884579658508, 1.5199099779129028, 0.09074818342924118, 0.6699517965316772, 0.6583241820335388], [0.5570326447486877, 0.45575687289237976, 0.030959391966462135, 0.009765403345227242, 0.6430464386940002, 0.15704354643821716, 0.28317689895629883, 0.025258192792534828, 0.33793744444847107, 0.39559414982795715, 0.5006393194198608, 0.10379406064748764, 0.7035613059997559, 1.425722360610962, 0.09798519313335419, 0.07381641119718552, 0.16719938814640045, 0.0689898133277893], [0.597518265247345, 0.2403719127178192, 0.24842874705791473, 0.580338716506958, 0.8065199851989746, 0.8802590370178223, 0.2201535552740097, 0.16222456097602844, 0.5060063004493713, 0.36154860258102417, 0.6804100871086121, 0.47216320037841797, 0.5428928136825562, 0.010854285210371017, 2.1305668354034424, 1.1594595909118652, 0.39064276218414307, 0.11021426320075989], [0.2394440770149231, 0.5150145292282104, 0.09784514456987381, 0.1487075686454773, 0.3888634145259857, 0.791892945766449, 0.19293759763240814, 0.1566411256790161, 1.0011190176010132, 1.2614567279815674, 1.2468994855880737, 0.455819308757782, 0.4021361172199249, 0.8153446912765503, 0.5945402979850769, 0.8595678210258484, 0.5336384773254395, 0.24921558797359467], [1.1834514141082764, 0.9626926183700562, 0.8714535236358643, 0.2972985506057739, 0.5953586101531982, 0.6490848660469055, 0.7026529908180237, 0.4323092997074127, 0.2786431610584259, 1.158194661140442, 0.9784172177314758, 0.42037907242774963, 0.03830903768539429, 0.0010659791296347976, 0.409445196390152, 2.037179470062256, 0.25660932064056396, 0.5255017280578613], [0.6949677467346191, 0.9557864665985107, 0.5276799201965332, 0.023468710482120514, 0.1219741627573967, 0.17453806102275848, 0.14450450241565704, 1.0095981359481812, 0.42750275135040283, 0.17976222932338715, 0.46263226866722107, 0.4778980016708374, 0.2859136164188385, 0.19520151615142822, 0.5108337998390198, 0.5343639850616455, 1.748654842376709, 0.35609957575798035], [0.1633102297782898, 0.2891620695590973, 0.17842046916484833, 0.7828179001808167, 0.636070191860199, 0.37173378467559814, 0.0001212560964631848, 0.5068633556365967, 0.12540604174137115, 0.07612427324056625, 0.4189590513706207, 0.0007787026697769761, 0.010687116533517838, 0.25815728306770325, 0.19624854624271393, 0.45547282695770264, 0.24741679430007935, 0.26354968547821045], [0.027240747585892677, 0.06445301324129105, 0.3672323524951935, 0.00015589705435559154, 2.28324734052876e-05, 0.4516445994377136, 0.5055686831474304, 0.00027355269412510097, 0.09439989924430847, 0.6520818471908569, 0.21641689538955688, 0.002970590488985181, 0.14248162508010864, 0.25907066464424133, 0.4650031626224518, 0.7839706540107727, 0.1937042623758316, 0.27513134479522705], [0.1462961733341217, 0.22948937118053436, 0.5967022180557251, 0.33983010053634644, 2.1338361477774015e-07, 0.8426017761230469, 1.5456554889678955, 0.39397701621055603, 0.6916735172271729, 5.483619958113195e-08, 0.5114247798919678, 0.5677699446678162, 0.29861441254615784, 0.21249523758888245, 0.2194344848394394, 0.22544002532958984, 0.02474173530936241, 7.45572178857401e-05], [0.5889976620674133, 0.12607820332050323, 0.10785447806119919, 0.0005855787312611938, 0.670835554599762, 0.004025050904601812, 0.02503211982548237, 0.000571729033254087, 0.21481437981128693, 0.018854454159736633, 0.11854018270969391, 0.00012760185927618295, 0.12763801217079163, 0.5604205131530762, 0.4496164619922638, 0.0423964262008667, 0.009771477431058884, 0.23155853152275085], [0.02828952856361866, 1.0331909656524658, 0.17308498919010162, 0.028705701231956482, 0.6119520664215088, 0.6214044094085693, 0.45810654759407043, 0.592542827129364, 0.1552739143371582, 0.7356340289115906, 0.9782439470291138, 0.8155615329742432, 0.15052826702594757, 0.17088420689105988, 0.3012354373931885, 0.8868926763534546, 0.21895723044872284, 0.47017911076545715], [0.4435320794582367, 0.3397212326526642, 0.006088194902986288, 2.806117057800293, 1.935160517692566, 0.2405543327331543, 1.467371940612793, 1.2194528579711914, 1.297982931137085, 0.3718056380748749, 1.6991255283355713, 0.3659891188144684, 0.6875385046005249, 1.725786566734314, 0.26975905895233154, 1.848983883857727, 0.7118333578109741, 0.4776589870452881], [0.7621181607246399, 0.24188809096813202, 0.46380120515823364, 1.5143194198608398, 0.8197787404060364, 0.09683430939912796, 0.3820030689239502, 0.5074095726013184, 1.9127023220062256, 0.1859232485294342, 0.24351632595062256, 0.9853793978691101, 0.7133171558380127, 0.05651160329580307, 0.12048090994358063, 0.13240455090999603, 1.5166082382202148, 2.319087266921997], [0.006949239876121283, 0.08362961560487747, 0.002826507668942213, 0.833458423614502, 0.38608261942863464, 0.5091473460197449, 0.41521966457366943, 0.24446651339530945, 0.5270112752914429, 0.08590108156204224, 0.2871049642562866, 0.3337702453136444, 0.4635865390300751, 0.14008575677871704, 0.21984286606311798, 0.2566724419593811, 0.46305331587791443, 0.24473342299461365]]"
,Deep2DNet,MedNIST,100,30,0.003,1800,206,294,0.0001,0.1,0.5,True,"[525.6897307134534, 959.2760577071449, 1392.8623847008366, 1826.4487116945281, 2260.03503868822, 2693.621365681912, 3127.2076926756035, 3560.794019669295, 3994.3803466629865, 4427.966673656678, 4861.5530006503695, 5295.139327644061, 5728.725654637753, 6162.311981631445, 6595.898308625136, 7029.484635618827, 7463.070962612519, 7896.657289606211, 8330.243616599904, 8763.829943593595, 9197.416270587288, 9631.002597580979, 10064.58892457467, 10498.175251568362, 10931.761578562053, 11365.347905555745, 11798.934232549436, 12232.520559543129, 12666.10688653682, 13099.693213530512]","[1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1, 1.1]",,"[0.558252427184466, 0.6650485436893204, 0.7621359223300971, 0.7475728155339806, 0.9174757281553398, 0.8543689320388349, 0.9563106796116505, 0.9660194174757282, 0.9514563106796117, 0.883495145631068, 0.8980582524271845, 0.970873786407767, 0.9660194174757282, 0.9757281553398058, 0.8932038834951457, 0.9805825242718447, 0.9514563106796117, 0.9611650485436893, 0.9368932038834952, 0.9466019417475728, 0.9514563106796117, 0.9514563106796117, 0.9466019417475728, 0.9902912621359223, 0.970873786407767, 0.9854368932038835, 0.9660194174757282, 0.9660194174757282, 0.941747572815534, 0.9029126213592233]","[5.2098164558410645, 1.2535133361816406, 1.2822513580322266, 1.8833972215652466, 0.6129997968673706, 1.2587566375732422, 0.24201825261116028, 0.24853774905204773, 0.22850149869918823, 1.1833851337432861, 0.8844558000564575, 0.13990701735019684, 0.26020073890686035, 0.08091098070144653, 1.0621052980422974, 0.14911840856075287, 0.36314335465431213, 0.3201282322406769, 0.5525888800621033, 0.39219439029693604, 0.43998920917510986, 0.5803486704826355, 1.0834531784057617, 0.12555672228336334, 0.29572176933288574, 0.22344250977039337, 0.5067839622497559, 0.2471253126859665, 1.470581293106079, 2.7209510803222656]",0.95578231292517,1.014365315437317,"[1.0204277038574219, 1.0223379135131836, 1.0196754932403564, 1.0579643249511719, 1.0669703483581543, 1.0708274841308594, 1.0219285488128662, 1.0209276676177979, 1.021545171737671, 1.0519673824310303, 1.0762526988983154, 1.0209276676177979, 1.0854899883270264, 1.0329389572143555, 1.0629653930664062, 1.020930290222168, 1.0199267864227295, 1.0567550659179688, 1.0483379364013672, 1.0229344367980957, 1.0389456748962402, 1.029935598373413, 1.023930549621582, 1.022047996520996, 1.0220489501953125, 1.0204312801361084, 1.0873725414276123, 1.0231680870056152, 1.0269348621368408, 1.0259325504302979]","[[1.7922358512878418, 1.7907910346984863, 1.7913386821746826, 1.7891169786453247, 1.7896926403045654, 1.7849169969558716, 1.7840710878372192, 1.7646435499191284, 1.7107462882995605, 1.6272050142288208, 1.5289514064788818, 1.7975974082946777, 1.4071310758590698, 1.7595603466033936, 1.814193606376648, 1.0740385055541992, 3.360107183456421, 1.2258291244506836], [3.4943130016326904, 5.203353404998779, 5.258706092834473, 10.877196311950684, 15.607336044311523, 6.2547712326049805, 8.697307586669922, 13.760053634643555, 13.031044006347656, 16.6066951751709, 5.069166660308838, 9.074562072753906, 9.614013671875, 5.6111555099487305, 5.396186351776123, 2.729733467102051, 3.583001136779785, 2.0496602058410645], [1.118471384048462, 1.8186367750167847, 1.3181061744689941, 1.6788344383239746, 2.2345504760742188, 2.3885622024536133, 1.1545904874801636, 1.5529892444610596, 2.393646001815796, 1.903021216392517, 1.7481204271316528, 2.411877155303955, 2.4045653343200684, 1.6008409261703491, 2.182227373123169, 2.5777454376220703, 2.1187522411346436, 1.3104008436203003], [1.406105637550354, 1.8621333837509155, 1.273766040802002, 1.191719651222229, 2.9998161792755127, 4.463339328765869, 2.525284767150879, 0.6414344906806946, 1.2709267139434814, 1.3933699131011963, 1.1457828283309937, 1.1349878311157227, 1.3061844110488892, 1.1597975492477417, 1.9230451583862305, 0.7771139740943909, 0.756517767906189, 1.7257705926895142], [1.4215048551559448, 0.6270818114280701, 1.0739902257919312, 1.0880258083343506, 1.1362537145614624, 0.5994977355003357, 0.753225564956665, 1.5323032140731812, 1.0793392658233643, 0.6559522747993469, 1.0599336624145508, 0.38454312086105347, 0.6127498149871826, 0.8468269109725952, 1.648463487625122, 1.161095380783081, 0.4389983117580414, 1.0208253860473633], [1.327538251876831, 0.6659901142120361, 0.9565085768699646, 0.3203428387641907, 0.5725058913230896, 0.7673535943031311, 0.896074652671814, 0.561331033706665, 0.31415343284606934, 0.6059173941612244, 1.0429770946502686, 0.374360054731369, 0.5149804949760437, 0.7446646690368652, 0.4472411274909973, 0.2228151112794876, 0.862058162689209, 0.8526203632354736], [0.5973361134529114, 0.6142046451568604, 0.6397373676300049, 0.9261922240257263, 0.6224517822265625, 0.6037358641624451, 0.5307000279426575, 0.8420683145523071, 0.6546850800514221, 0.5630645751953125, 0.5442007184028625, 0.7090127468109131, 0.879447877407074, 0.2712532877922058, 0.34859246015548706, 0.9937396049499512, 0.7137052416801453, 0.6031537652015686], [0.6810750365257263, 0.1915510594844818, 0.4257012605667114, 0.9981992244720459, 0.6364495754241943, 0.7390618920326233, 0.34514307975769043, 0.08241131156682968, 0.25901520252227783, 0.15370652079582214, 0.8769034743309021, 0.49745094776153564, 0.49556800723075867, 0.4100540280342102, 0.3296176493167877, 0.13018028438091278, 0.11067230254411697, 0.5913270115852356], [0.3091158866882324, 1.0051181316375732, 0.06583920121192932, 0.012007828801870346, 0.34483441710472107, 0.3946692645549774, 0.446475625038147, 0.39365318417549133, 0.19759786128997803, 0.4546580910682678, 0.2216411978006363, 0.2750014066696167, 0.20821906626224518, 0.17687928676605225, 0.4481576681137085, 0.7785295844078064, 0.8860941529273987, 1.1496082544326782], [0.166196808218956, 1.661618709564209, 0.25891950726509094, 3.7973058223724365, 2.281395196914673, 0.7878820896148682, 0.8284189105033875, 0.5012205243110657, 0.29628056287765503, 1.1327441930770874, 0.7102560997009277, 1.1507141590118408, 0.7656625509262085, 0.2857832908630371, 1.2195284366607666, 0.5771034359931946, 0.2548155188560486, 1.0604560375213623], [0.6700745224952698, 0.5390133857727051, 0.4817531108856201, 0.2839304804801941, 0.4254820644855499, 0.8119478821754456, 0.35764309763908386, 0.08480440080165863, 0.4710500240325928, 0.3635895550251007, 0.3447592556476593, 0.23379559814929962, 0.21297863125801086, 0.037370797246694565, 0.33418285846710205, 0.4017721116542816, 0.3303022086620331, 0.2569781243801117], [0.3315032124519348, 0.3430788516998291, 0.4082847535610199, 0.38917526602745056, 0.38831260800361633, 0.5113664865493774, 0.7381919622421265, 0.06913933157920837, 0.13224780559539795, 0.25220224261283875, 0.34676823019981384, 0.08194023370742798, 0.7739295959472656, 0.053880658000707626, 0.10321398079395294, 0.26668134331703186, 0.3473798632621765, 0.18389734625816345], [0.6131390929222107, 0.16111209988594055, 0.1637888103723526, 0.29635125398635864, 0.38978976011276245, 0.3627379536628723, 0.5682010054588318, 0.1559995710849762, 0.4309447109699249, 1.5111725330352783, 0.43107524514198303, 0.1173509806394577, 0.1188783198595047, 0.8042517304420471, 0.36095482110977173, 0.21743112802505493, 0.7905288934707642, 0.1897866278886795], [0.3929559290409088, 0.26309365034103394, 0.25383156538009644, 0.08108942210674286, 0.21669593453407288, 0.3556326627731323, 0.3157443702220917, 0.37510043382644653, 0.3771783411502838, 0.2143997997045517, 0.07908333837985992, 0.36201411485671997, 0.2819051146507263, 0.0026556402444839478, 0.21519359946250916, 0.25626078248023987, 0.15218490362167358, 0.1386481672525406], [0.024341311305761337, 0.38477450609207153, 0.1322880983352661, 0.0627918466925621, 0.05656488984823227, 1.3974332809448242, 0.02448171377182007, 0.32146522402763367, 0.10744834691286087, 0.35097914934158325, 0.5395421385765076, 0.9484565258026123, 0.36921870708465576, 0.6225497126579285, 0.5376377701759338, 1.1651945114135742, 0.5549344420433044, 0.22142793238162994], [0.6583355665206909, 0.4636196196079254, 0.06964904069900513, 0.12446130067110062, 0.06404580175876617, 1.5628037452697754, 0.1820874810218811, 0.12066526710987091, 0.4597054719924927, 0.42849811911582947, 0.05523661524057388, 0.412189781665802, 0.4978613555431366, 0.37360599637031555, 0.27404043078422546, 0.8204368352890015, 0.6920154690742493, 0.4152446687221527], [0.031373679637908936, 0.28933045268058777, 0.16113650798797607, 0.10272067785263062, 0.2996847331523895, 0.5314302444458008, 0.6112647652626038, 0.1421254575252533, 0.6620458364486694, 0.10100790113210678, 0.5832988619804382, 0.44529256224632263, 0.7590999603271484, 0.06855583935976028, 0.3413645625114441, 0.451185405254364, 0.24686385691165924, 0.306301087141037], [0.23229454457759857, 0.021366961300373077, 0.4688466191291809, 0.3067482113838196, 0.7688559889793396, 0.12073186039924622, 0.09823690354824066, 0.2825222313404083, 0.26761704683303833, 0.23817893862724304, 0.12851488590240479, 0.0010914221638813615, 0.5189389586448669, 0.5621707439422607, 0.12438397109508514, 0.12740381062030792, 0.31826475262641907, 0.11335168778896332], [0.02431155927479267, 0.01865064911544323, 0.144754096865654, 0.0006975887808948755, 0.143989697098732, 0.2561587989330292, 1.0443427562713623, 0.20598146319389343, 0.014386110007762909, 0.33382710814476013, 0.2817976772785187, 0.21245348453521729, 0.451450914144516, 0.1004670038819313, 0.14847251772880554, 0.5334798693656921, 0.23502463102340698, 0.12760905921459198], [0.21161125600337982, 0.006797734647989273, 0.4135987460613251, 0.2533482313156128, 0.009370909072458744, 0.01676597073674202, 0.27889007329940796, 0.0898364931344986, 0.45261454582214355, 0.018001575022935867, 0.06491771340370178, 0.19394315779209137, 0.11463070660829544, 0.006942074280232191, 0.15574759244918823, 0.13051021099090576, 0.4075809419155121, 0.8156100511550903], [0.11122395843267441, 0.4370385706424713, 0.0060944329015910625, 1.0465220212936401, 1.1045440435409546, 0.02900546044111252, 1.1264548301696777, 0.06385227292776108, 1.9447590112686157, 0.3423503637313843, 0.4508249759674072, 1.300523042678833, 0.941037118434906, 3.0403432846069336, 2.1863205432891846, 0.020048091188073158, 0.3658391833305359, 1.0237154960632324], [0.9626412391662598, 0.37379777431488037, 1.3450883626937866, 0.7837347388267517, 0.42313507199287415, 0.3472076654434204, 0.37369146943092346, 0.9867527484893799, 0.039524659514427185, 0.001548652769997716, 0.3503057062625885, 0.18410564959049225, 0.17609179019927979, 0.5327266454696655, 0.4242887794971466, 0.2255815714597702, 0.12682697176933289, 0.8769680857658386], [0.02932320162653923, 0.11100466549396515, 0.0011433024192228913, 0.09467025101184845, 0.42127859592437744, 0.7253897786140442, 0.443493127822876, 0.2918785512447357, 0.4080115556716919, 0.41132694482803345, 0.021342841908335686, 0.28463441133499146, 0.04437107592821121, 0.8270801305770874, 0.18972043693065643, 0.31138375401496887, 0.00029506281134672463, 0.007228401489555836], [0.36784571409225464, 0.7552821636199951, 0.6150211095809937, 1.0490134954452515, 0.20063476264476776, 0.40133506059646606, 0.9802529215812683, 0.2815983295440674, 0.8661180138587952, 0.3451012074947357, 0.6807228326797485, 0.11479344964027405, 0.7090535759925842, 0.4695497453212738, 1.0192532539367676, 0.1906575709581375, 0.025742964819073677, 0.7045878767967224], [0.9355342388153076, 1.0243057012557983, 0.06919919699430466, 0.0006338136154226959, 0.14578180015087128, 0.8643549084663391, 0.09446270763874054, 0.026867812499403954, 0.17757660150527954, 0.298241525888443, 0.26806941628456116, 0.9064372777938843, 0.1266096979379654, 0.3030018210411072, 0.6653589606285095, 0.6107126474380493, 0.3246695399284363, 0.31387752294540405], [0.08357555419206619, 4.792164531863818e-07, 0.16471418738365173, 0.6435803174972534, 0.13435108959674835, 0.6212708353996277, 0.06707283109426498, 0.1713634729385376, 0.04337897151708603, 0.4750566780567169, 0.8156065344810486, 0.00045464307186193764, 0.22844313085079193, 0.021281173452734947, 4.834324499825016e-05, 0.05253753066062927, 0.18022771179676056, 0.07183155417442322], [0.10626932978630066, 0.17697708308696747, 0.245659738779068, 0.16019950807094574, 1.9440503820078447e-05, 0.2488376498222351, 0.16223803162574768, 0.4196392893791199, 0.19446483254432678, 0.23110370337963104, 0.30888187885284424, 0.3999346196651459, 0.2920038402080536, 0.2200392782688141, 0.38410714268684387, 0.09727086126804352, 0.3602748513221741, 0.7391240000724792], [0.04365462437272072, 0.1375526338815689, 0.07308310270309448, 0.11192446947097778, 0.5187262892723083, 1.135567545890808, 0.2790029048919678, 0.17196503281593323, 0.4081023931503296, 0.00021279847715049982, 0.7851197719573975, 0.08509805798530579, 0.6318281292915344, 0.15733318030834198, 0.20367419719696045, 0.027891602367162704, 0.21087855100631714, 0.3676757514476776], [0.132784903049469, 0.06629445403814316, 0.6749681830406189, 0.25983408093452454, 0.011790208518505096, 0.24463433027267456, 0.35663726925849915, 0.7443258762359619, 0.03991346433758736, 1.4239813089370728, 0.4020945727825165, 0.03394698724150658, 0.338928759098053, 0.5018231272697449, 0.11885356903076172, 0.286986380815506, 0.2915390133857727, 1.3790786266326904], [0.5505140423774719, 0.31903693079948425, 0.3786894679069519, 0.796262800693512, 5.10348763782531e-05, 0.08065646141767502, 1.1346148252487183, 0.05956001579761505, 0.9336256384849548, 0.8732059597969055, 1.0125396251678467, 0.2150089144706726, 0.09476108849048615, 0.03314964473247528, 0.005178957711905241, 0.2068501114845276, 1.169158935546875, 0.7125912308692932]]"
